0,penampilan nya gk seperti keliatannya
0,barang busuk sekali
0,ga tepat waktu
0,Gak Sesuai Deskripsi
0,tak sesuai gambar
0,blm puas
0,beda bgd sama foto
0,Sueeeeee
0,lubang
0,baru tau the police tempatnya seperti itu
0,salah merk
0,kualitasnya belum saya coba karena blm bisa ditester
0,kerudung keciltidak nutup dada
0,seller gak bisa baca
0,respon chat kurang cepat
0,packing sangat buruk
0,lama banget sampeeeem
0,baru sampe
0,baik  namun akan lebih baik apabila simpel bungkusnya
0,kecewa
0,mnta birudi ksh merah
0,tempat botol minum
0,mulus namun akan lebih baik apabila cepat sampainya
0,cuma bisa dipake sekali doang
0,Kecil Bangt G Muat Sama Sekali
0,saya pesan 2 tp wrna ny sama 
0,untungnya dapet dari flash deal
0,tlg sya mnta return
0,kok udah mati ya mas
0,bahan bagus tapi kekecilan
0,barang penipuan
0,pengiriman barang kurang
0,minta non segel dan ada tutup pentil bagian dalam
0,cukup memuaskan kalo bisa foto yg ditampilkan yang asli
0,bukan sony asli
0,ga layak pakai
0,sendal
0,super kecewa
0,warna tali tas besarnya tidak sesuai dengan gambar
0,beli sweeater kok d kasih jaket
0,ternyata crack
0,knp blm smpai dri kmren pesanan saya
0,perkiraan kapan paket sampai ke tangan meleset
0,respon kurang bagus
0,saya pesen handsfree music angel 8 cuma dikirim 1
0,jne
0,barang yg dikirim tidak sesuai gambar
0,spek minim
0,tasnya rusak
0,barangx mengecewakan
0,warna gk cocok
0,warna ndak sama
0,tidak ada baragnnya
0,hs namun akan lebih baik apabila sjsjsjjsns
0,barang nya cuma headset ama kabel doank
0,kecewa banget banget 1000
0,pengalaman terburuk chat dari buka lapak
0,tidak sesuai tidak ada tv tunernya tidak seperti di iklannya
0,respon chat lambat pelapak tdk ada etika baik
0,proses retur di chating gag di bales
0,kecewaaaaaaaaaaaaaaa
0,bukan penjual yg baik
0,kecewa tida sama dengan conto postingan sama ada 2 yg rijek
0,gak sesuai gmbr
0,barang yg dtng tdk ssuai dgn yg sdh dbyarkan
0,harusss cas lamaaaa
0,lumayan tapi barang warna tidak sesuai
0,barang lama sampai tidak sesuai dengan pesan
0,barang tidak sesuai ukuran
0,sudah diterima
0,warna putihnya malah kaya abu apa kotor atau bagaimana ini
0,kacamata
0,barang beda
0,ukuran tidak sesuai standar
0,patah talinya
0,hadeeeeh parah
0,bangsat
0,slimaker
0,bapuk
0,di gambar ada lebih dari 1
0,sisirnya gak dapet
0,ndak original
0,saya pesan ukuran m tapi barangnya besar tidak sesuaikrg
0,sepatu entengringan lem sepati tdk rapih
0,okukele mangap
0,request tosca
0,respon lemot lama pengirimanya
0,biasa aj bossss
0,barang bentuknya sama
0,di mohon bantu untuk pengiriman barangnya belum datang
0,sebelum order minta seller videokn pengecekan barangnya
0,warna yg dipesan tdk sesuai harusnya cancel kan sdh ditulis
0,respon tdk cepat
0,kelihatannya praktis dan murah
0,lampu tidak nyala
0,anjing jelek bat dah rusak
0,barang tidak sesuai dgn gambar
0,rusak patah  namun akan lebih baik apabila bisa di pakai
0,charger tidak termasuk garansi
0,bahanya tips
0,barang tdk sesuaiminta nomer 45 di kasih nomer 40
0,buruk sekali toko ini
0,beda batrebatre kosong
0,cover box rusak
0,sangat kecewa barang tidak sampai dan uang tidak diretur
0,susunya pecah blepetan kemana
0,barang gk sesuai pesanan
0,kurang lengkap 
0,saat chit chat ok tau nya pas datang barang ga sesuai
0,setelah di pasang lcd masi pintek bagian pinggrnya
0,lumayan namun akan lebih baik apabila gratis
0,barang sya sma skali tdak sya terima sya sangat kecewa berat
0,ok lah namun akan lebih baik apabila ok lah
0,barang yg dibeli sama barang datang beda
0,boccooorrrrr
0,hy ke pelapak nya saja
0,harga gak jauhbbeda sama diagen
0,mantab
0,barang yang dikirim cacat
0,warnanya gak sesuai
0,warna tdk sesuai gmbr
0,warnanya ga sesuai dengan gambar
0,terlalu berlebihan
0,barang rusak kecewa berat
0,mie hancur
0,barang yang dikirim selalu kurang
0,barang tidak bisa di gunakan karena rusak tidak ada suaranya
0,low respon
0,brng udah sampai
0,barang ada longgar
0,vibrator ting mati
0,kualitas kameranya super parah nyesel belinya
0,packing pakai plastik fotokopian
0,kainnya kurang bagus
0,kaki tripod gak ada satu
0,catok sisir
0,beda dengan pesanan
0,respon nya chat nya lama
0,barang gk sesuai deskripsi ternyata gk support hdmi av
0,kondisi barang rusak
0,hmm
0,barang rusak bos
0,barang rusacacat dan cara packing yg kurang baik
0,jelekdalamnya robek belom di pake
0,kagak nyala
0,pesen an nya 2 putih dan 2 hitam
0,bagus namun akan lebih baik apabila mengkilap
0,barang oke fungsi oksayangnya jne lama nyampenya 6 hari
0,tidak menyedot
0,barang yg dikirim tidak sesuai yg dibeli
0,gak sesuai payah dahh gmna nihh bsa dtuker gak brgnya
0,aroma minyak goreng
0,like
0,gambarnya blur
0,anggrek bulan remaja
0,tidak sesuai dengan foto
0,seperti marlboro  sama
0,mati
0,barang engga sampai sampai
0,barangnya bocor
0,barang patah
0,barang belum ditrima
0,barang saya nyatakan normal
0,senter kepala
0,barang belum sampai tapi sudah delivered
0,barangnya tidak berkualitas cepat rusak
0,warnanya namun akan lebih baik apabila saya coba dlu
0,barang kurang bagus batre g ada 1mnt langsung abis
0,kemasan terbuka memalukan
0,kecewa propelernya gak mau terbanglompat lompat doang
0,motif cacat barang tdk di cek sblm kirim
0,mohon retur
0,cukup baik
0,jskskakansbdnkskska jsksksnnsjs skskksksnsjso
0,kecewa sumpah beli disini
0,beli yg kecil yg datang kebesaran
0,tidak nyaman dipakai
0,hade barang nya parah
0,fake gps
0,pesen warna hitam di kirim warna crem
0,barang cacat masa 20000 mah ngecast ga sampe full
0,kurang puas ga sesuai yg digambar
0,barang nya
0,salaahh warnaaa 
0,ga konek namun akan lebih baik apabila konek
0,cuman mangkoky aja ga ada kaca pelindung
0,tidak sesuai warna
0,barang tidak bisa merekam video ataupun foto
0,lama sekali sampainya responnya lama
0,kualitas barang buruk
0,jedset sambungannya yg item gak ada suaranya dan gak konek
0,barang tidak berfungsi rusak total
0,ok namun akan lebih baik apabila lebih ok lagi
0,barang bagus tp kekecilan biasanya no 28 itu pass
0,pesan hitam yg datang putih
0,mohon lebih di perhatikan pesanan order
0,kwalitas kurang baik
0,kecewa barang tidak sesuai iklan rambut saya tetep aja ikal
0,camera nya ga bisa konek ke hp
0,barang sudah di terima bagus
0,enggak sesuai pesanan
0,saya minta return karna salah nomor
0,kurang memuaskan lemnya belum sempat di pakai sudah lepas
0,warna berbeda dengan di foto
0,warna hitam ga sesuai pesanan
0,yyyyyyyyyyyyyyyyyyyyyyy
0,bahan jelek bonus batu kuburan
0,terlambat
0,ternyata barang kw
0,bhnnya tipis lbh tebal
0,gak kaya gambar ajj
0,barang yg saya terima pecah kecewa sekali
0,kualitas barang g sesuai harapan
0,tidak bisa mengeluarkan suara tetapi video keluar
0,dikirim nya lama jadi lama sampai
0,lo l
0,sepatu futsal
0,sobek dan melar
0,order no 5 datang no 4 pengiriman lllaammaaaaaaaaa
0,gambar di kotak dan isinya beda
0,yang dikirim bukan seperti di dispaly gambar
0,kenapa sy beli 2 barang yg nyampe cuman 1 barang aja
0,kwalitas tidak bagus
0,barang expired
0,lumyan blum di coba
0,bagusan yg dilapak
0,kalo pengiriman cepat
0,gak bisa di cas sinar matahari
0,lensa kaca banyak goresan
0,bahan terlalu kaku
0,pesan putih knp dtg nya hitam
0,tidak ada namun akan lebih baik apabila tidak ada
0,paking sangat jelek
0,gila aja
0,ice ice kimochi
0,warna khaki tidak sesuai
0,model bagus
0,barang tidak sesuai estimasism barang yg di cantum kanni
0,hd
0,barang jelek tipis bgt tidak sesuai dengan gambar butut
0,konduktor cable l1 gk mau nempel dan gak berfungsi
0,terimakasih barang sudah sampai
0,produk rusak dan jelek
0,speck sama
0,jelek barangx
0,barang kekecilan kancing copot saat hendak dipakai
0,ada cacat sedikit
0,anycast m2
0,charger rusak tidak berfungsi
0,sangat jauh dri harapanbahanx sangat jelek
0,komplit tpi
0,waktu pesan gambarnya handbody
0,order apa dikirim apa
0,barang udah di kirim balik
0,beda sama gambar namun akan lebih baik apabila tidak
0,tidak cocok untuk charger xiaomi
0,hati2foto adlh bumbu nasgor
0,barangnye tidak bagus
0,pengiriman barangnya lama biasa pesan di lapak lain 3 hari
0,anting
0,zzz
0,bad produck
0,jelek dk sesuai contoh foto
0,gapas
0,wajarin deh
0,baju ga sesuai yg di harapkan antara lain  dari bahan nya
0,barang belum sampe padahal saya bayar hari rabu kemaren 12 s
0,kaya saputangan
0,jauh dari harapan
0,kecewa barang bjc bekasi banyak rusak dijual
0,saya pesan 2 box yang dikirim 1 box
0,lcd j120
0,padahal ukuran 34 ko masih ngatung yaa  sempit lagi
0,kirimkan lagi barang yang diretur
0,barang sesuaii harganya
0,batre ga mau ngisi
0,kecewaaaaaa
0,rubah banyuwangi merah palsu
0,barangnya palsu
0,saya memilih pengiriman jne yes tapi dikirim melalu jne reg
0,siepp
0,barang jelek tdk sesuai
0,lama dan biasa aja
0,barang tdk terkirim
0,ini warna caramel apa coklat ya
0,barang gak sesuai pesanan pesan size 43 datang nya size 42
0,tidak berpungsi per cuma bli boster nyanya
0,belum sampai
0,gak bisa connect
0,lama sampai respon kirm barang lambat
0,tidak sesuai gambar boz
0,murah namun akan lebih baik apabila jangn lama2 ngirimnya
0,barang ini tidak ada dalam paket yg saya terima kang
0,error terus
0,jelexxxxx
0,ya sesuai dengan harganya lah
0,no comen
0,barang ga berfungsi
0,recomended sudah murah admin cepat tanggap pelayanan bagus
0,uglybeda banget sm yg difotojelek banget
0,barang tdk berfungsi utk video recordnya
0,tag ukuran 28 barangnya ukuran 29pic ny tidak sesuai gambar
0,smartswab
0,besi plat tipis
0,barang yg sya trima kemek
0,ga sesuay pesanan baranga beda ama yg dgambara
0,respon pengiriman lama
0,kualitas ok
0,rusak  tidak berfungsi lagi setelah 1x test run
0,ga konek
0,barang tidak sesuai foto iklan
0,jam tangan yang di kirim mati
0,kukira pakai kabek ternyata
0,tidak sesuai dgn yg difoto
0,agak lama
0,layar nya lecet
0,juragan yang tak ramah
0,rusak belum juga di pakai rusak
0,lumayann lahh  tapi ukuran xl kayak ukuran l
0,ngga ada bass nya
0,kecewa sekali dengan penjual ini
0,tidak puas brg nya jelek baru satu hari talinya putus
0,minta yg no 2 dkirim helokity tnp konfirmasi dl
0,sizenya kurang pas
0,gx sesuai
0,payahh barang rusak ko dijual
0,seletingnya macettempat fotonya ga ada yg muat sm kartu atm
0,respon kga ada
0,baju
0,packing bgs rapi
0,ngirimnya lama
0,sesuai namun akan lebih baik apabila respon lebih cepat
0,masker palsu
0,kit smps model 2tingkat
0,cukup sekali belanja disini
0,tidak sesuaibulunya banyak rusak
0,baru dicoba nyala
0,kualitas tidak sesuai
0,maaf potongan sol tidak rapi dan lem banyak yang bolong2
0,baranya gak fungsigaknyala sebelah
0,ada virus
0,cognos gt08
0,bahan pupul
0,boneka nya jelek
0,camera rusak namun akan lebih baik apabila diganti
0,barang tidak sesuai judul dan tidak sesuai pesanan
0,palsu kah
0,barang rusak tidak mau nyala
0,barang bagus packing bagus cuma pengiriman lama
0,pas dimkn rasa pempeknya aneh dan cukonya jg aneh
0,parfum musti semprot banyak kalo mau wangi dan sering
0,barang nya kaya yg di pinggir jln
0,kurang maksimal
0,barang tidak sesuai dengan yang di iklankan
0,nekad kirim
0,resleting nya jelek mudah rusak
0,tempelannya rusak
0,cukup kecewa
0,bagian lengan robek
0,tidak biaa untuk gopro4 tetapi akan lebih baik jika
0,paking mengecewakan barang lecet2 sampai dikonsumen
0,9jelek
0,tanpa bukukertas petunjuk penggunaan
0,sabun
0,bilangnya anti air ternyata tidak tidak sesuai foto
0,ok bagus aja nih
0,brg ok
0,tidak recomended dengan toko inisaya pake jne yes
0,kecawa
0,batrea cepat habis baru 20 langsung 14 bru 3 mnt
0,gunting patah
0,barang diragukan keasliannya
0,sulit dipakai
0,ukuran size 38 besar itu bukan 38 standart
0,bahan kain nya nggk kyak pertama pesan
0,cukup tetapi akan lebih baik jika sesuai gambar
0,barang kuran
0,pelapaknya kok bs slh krm
0,barang tidak sesuai pesananpesan double powerdkirim biasa
0,batre kok ga tahan
0,barang saya belum coba
0,pengiriman lama dan kabel usbnya tidak berfungsi
0,bahasa iklan n kondisi barang tidak sesuai
0,kirimlama
0,tidak sesuai foto jauh berbeda
0,barang yg datang berbeda dg gambar
0,produk tidak sesuai
0,knee support pelindung lutut deker
0,barang tidak memuaskan
0,dipakai 3 hari berturut2 baterai kuat dan masih oke
0,lama sampai 
0,kacanya berembun jadi penglihatan gk jelas di dlm air
0,pengiriman tdk tdk s suai target
0,murah namun akan lebih baik apabila bisa dipakai
